lat1000,long1000,longitude,latitude,geometry,in_man
40683,-74023,-74.023,40.683,POINT (-74.023 40.683),True
40684,-74024,-74.024,40.684,POINT (-74.024 40.684),True
40684,-74012,-74.012,40.684,POINT (-74.012 40.684),True
40685,-74026,-74.026,40.685,POINT (-74.026 40.685),True
40685,-74025,-74.025,40.685,POINT (-74.02500000000001 40.685),True
40685,-74024,-74.024,40.685,POINT (-74.024 40.685),True
40685,-74023,-74.023,40.685,POINT (-74.023 40.685),True
40685,-74022,-74.022,40.685,POINT (-74.02200000000001 40.685),True
40686,-74026,-74.026,40.686,POINT (-74.026 40.686),True
40686,-74025,-74.025,40.686,POINT (-74.02500000000001 40.686),True
40686,-74024,-74.024,40.686,POINT (-74.024 40.686),True
40686,-74023,-74.023,40.686,POINT (-74.023 40.686),True
40686,-74022,-74.022,40.686,POINT (-74.02200000000001 40.686),True
40686,-74021,-74.021,40.686,POINT (-74.021 40.686),True
40686,-74020,-74.02,40.686,POINT (-74.02 40.686),True
40686,-74019,-74.019,40.686,POINT (-74.01900000000001 40.686),True
40686,-74017,-74.017,40.686,POINT (-74.017 40.686),True
40686,-74009,-74.009,40.686,POINT (-74.009 40.686),True
40687,-74025,-74.025,40.687,POINT (-74.02500000000001 40.687),True
40687,-74024,-74.024,40.687,POINT (-74.024 40.687),True
40687,-74023,-74.023,40.687,POINT (-74.023 40.687),True
40687,-74022,-74.022,40.687,POINT (-74.02200000000001 40.687),True
40687,-74021,-74.021,40.687,POINT (-74.021 40.687),True
40687,-74020,-74.02,40.687,POINT (-74.02 40.687),True
40687,-74019,-74.019,40.687,POINT (-74.01900000000001 40.687),True
40687,-74018,-74.018,40.687,POINT (-74.018 40.687),True
40687,-74017,-74.017,40.687,POINT (-74.017 40.687),True
40687,-74006,-74.006,40.687,POINT (-74.006 40.687),True
40688,-74024,-74.024,40.688,POINT (-74.024 40.688),True
40688,-74023,-74.023,40.688,POINT (-74.023 40.688),True
40688,-74022,-74.022,40.688,POINT (-74.02200000000001 40.688),True
40688,-74021,-74.021,40.688,POINT (-74.021 40.688),True
40688,-74020,-74.02,40.688,POINT (-74.02 40.688),True
40688,-74019,-74.019,40.688,POINT (-74.01900000000001 40.688),True
40688,-74018,-74.018,40.688,POINT (-74.018 40.688),True
40688,-74017,-74.017,40.688,POINT (-74.017 40.688),True
40688,-74016,-74.016,40.688,POINT (-74.01600000000001 40.688),True
40688,-74015,-74.015,40.688,POINT (-74.015 40.688),True
40688,-74014,-74.014,40.688,POINT (-74.014 40.688),True
40688,-74007,-74.007,40.688,POINT (-74.00700000000001 40.688),True
40689,-74045,-74.045,40.689,POINT (-74.045 40.689),True
40689,-74044,-74.044,40.689,POINT (-74.044 40.689),True
40689,-74023,-74.023,40.689,POINT (-74.023 40.689),True
40689,-74022,-74.022,40.689,POINT (-74.02200000000001 40.689),True
40689,-74021,-74.021,40.689,POINT (-74.021 40.689),True
40689,-74020,-74.02,40.689,POINT (-74.02 40.689),True
40689,-74019,-74.019,40.689,POINT (-74.01900000000001 40.689),True
40689,-74018,-74.018,40.689,POINT (-74.018 40.689),True
40689,-74017,-74.017,40.689,POINT (-74.017 40.689),True
40689,-74016,-74.016,40.689,POINT (-74.01600000000001 40.689),True
40689,-74015,-74.015,40.689,POINT (-74.015 40.689),True
40689,-74014,-74.014,40.689,POINT (-74.014 40.689),True
40689,-74013,-74.013,40.689,POINT (-74.01300000000001 40.689),True
40689,-74006,-74.006,40.689,POINT (-74.006 40.689),True
40689,-74005,-74.005,40.689,POINT (-74.005 40.689),True
40690,-74047,-74.047,40.69,POINT (-74.047 40.69),True
40690,-74046,-74.046,40.69,POINT (-74.04600000000001 40.69),True
40690,-74045,-74.045,40.69,POINT (-74.045 40.69),True
40690,-74044,-74.044,40.69,POINT (-74.044 40.69),True
40690,-74022,-74.022,40.69,POINT (-74.02200000000001 40.69),True
40690,-74021,-74.021,40.69,POINT (-74.021 40.69),True
40690,-74020,-74.02,40.69,POINT (-74.02 40.69),True
40690,-74019,-74.019,40.69,POINT (-74.01900000000001 40.69),True
40690,-74018,-74.018,40.69,POINT (-74.018 40.69),True
40690,-74017,-74.017,40.69,POINT (-74.017 40.69),True
40690,-74016,-74.016,40.69,POINT (-74.01600000000001 40.69),True
40690,-74015,-74.015,40.69,POINT (-74.015 40.69),True
40690,-74014,-74.014,40.69,POINT (-74.014 40.69),True
40690,-74013,-74.013,40.69,POINT (-74.01300000000001 40.69),True
40690,-74004,-74.004,40.69,POINT (-74.004 40.69),True
40691,-74047,-74.047,40.691,POINT (-74.047 40.691),True
40691,-74046,-74.046,40.691,POINT (-74.04600000000001 40.691),True
40691,-74021,-74.021,40.691,POINT (-74.021 40.691),True
40691,-74020,-74.02,40.691,POINT (-74.02 40.691),True
40691,-74019,-74.019,40.691,POINT (-74.01900000000001 40.691),True
40691,-74018,-74.018,40.691,POINT (-74.018 40.691),True
40691,-74017,-74.017,40.691,POINT (-74.017 40.691),True
40691,-74016,-74.016,40.691,POINT (-74.01600000000001 40.691),True
40691,-74015,-74.015,40.691,POINT (-74.015 40.691),True
40691,-74014,-74.014,40.691,POINT (-74.014 40.691),True
40691,-74013,-74.013,40.691,POINT (-74.01300000000001 40.691),True
40691,-74002,-74.002,40.691,POINT (-74.002 40.691),True
40691,-74001,-74.001,40.691,POINT (-74.001 40.691),True
40692,-74020,-74.02,40.692,POINT (-74.02 40.692),True
40692,-74019,-74.019,40.692,POINT (-74.01900000000001 40.692),True
40692,-74018,-74.018,40.692,POINT (-74.018 40.692),True
40692,-74017,-74.017,40.692,POINT (-74.017 40.692),True
40692,-74016,-74.016,40.692,POINT (-74.01600000000001 40.692),True
40692,-74015,-74.015,40.692,POINT (-74.015 40.692),True
40692,-74014,-74.014,40.692,POINT (-74.014 40.692),True
40692,-74004,-74.004,40.692,POINT (-74.004 40.692),True
40692,-74003,-74.003,40.692,POINT (-74.003 40.692),True
40693,-74019,-74.019,40.693,POINT (-74.01900000000001 40.693),True
40693,-74018,-74.018,40.693,POINT (-74.018 40.693),True
40693,-74017,-74.017,40.693,POINT (-74.017 40.693),True
40693,-74016,-74.016,40.693,POINT (-74.01600000000001 40.693),True
40693,-74003,-74.003,40.693,POINT (-74.003 40.693),True
40693,-74002,-74.002,40.693,POINT (-74.002 40.693),True
40695,-74002,-74.002,40.695,POINT (-74.002 40.695),True
40695,-74001,-74.001,40.695,POINT (-74.001 40.695),True
40697,-74042,-74.042,40.697,POINT (-74.042 40.697),True
40697,-74041,-74.041,40.697,POINT (-74.041 40.697),True
40698,-74043,-74.043,40.698,POINT (-74.04300000000001 40.698),True
40698,-74042,-74.042,40.698,POINT (-74.042 40.698),True
40698,-74041,-74.041,40.698,POINT (-74.041 40.698),True
40698,-74000,-74.0,40.698,POINT (-74 40.698),True
40698,-73999,-73.999,40.698,POINT (-73.999 40.698),True
40699,-74042,-74.042,40.699,POINT (-74.042 40.699),True
40699,-74040,-74.04,40.699,POINT (-74.04000000000001 40.699),True
40699,-74039,-74.039,40.699,POINT (-74.039 40.699),True
40699,-73998,-73.998,40.699,POINT (-73.998 40.699),True
40700,-74041,-74.041,40.7,POINT (-74.041 40.7),True
40700,-74040,-74.04,40.7,POINT (-74.04000000000001 40.7),True
40700,-74039,-74.039,40.7,POINT (-74.039 40.7),True
40700,-73999,-73.999,40.7,POINT (-73.999 40.7),True
40701,-74015,-74.015,40.701,POINT (-74.015 40.701),True
40701,-74014,-74.014,40.701,POINT (-74.014 40.701),True
40701,-74013,-74.013,40.701,POINT (-74.01300000000001 40.701),True
40701,-74012,-74.012,40.701,POINT (-74.012 40.701),True
40702,-74016,-74.016,40.702,POINT (-74.01600000000001 40.702),True
40702,-74015,-74.015,40.702,POINT (-74.015 40.702),True
40702,-74014,-74.014,40.702,POINT (-74.014 40.702),True
40702,-74013,-74.013,40.702,POINT (-74.01300000000001 40.702),True
40702,-74012,-74.012,40.702,POINT (-74.012 40.702),True
40702,-74011,-74.011,40.702,POINT (-74.011 40.702),True
40702,-74010,-74.01,40.702,POINT (-74.01000000000001 40.702),True
40702,-73997,-73.997,40.702,POINT (-73.997 40.702),True
40702,-73996,-73.996,40.702,POINT (-73.996 40.702),True
40703,-74017,-74.017,40.703,POINT (-74.017 40.703),True
40703,-74016,-74.016,40.703,POINT (-74.01600000000001 40.703),True
40703,-74015,-74.015,40.703,POINT (-74.015 40.703),True
40703,-74014,-74.014,40.703,POINT (-74.014 40.703),True
40703,-74013,-74.013,40.703,POINT (-74.01300000000001 40.703),True
40703,-74012,-74.012,40.703,POINT (-74.012 40.703),True
40703,-74011,-74.011,40.703,POINT (-74.011 40.703),True
40703,-74010,-74.01,40.703,POINT (-74.01000000000001 40.703),True
40703,-74009,-74.009,40.703,POINT (-74.009 40.703),True
40703,-74008,-74.008,40.703,POINT (-74.008 40.703),True
40703,-74006,-74.006,40.703,POINT (-74.006 40.703),True
40703,-73996,-73.996,40.703,POINT (-73.996 40.703),True
40704,-74017,-74.017,40.704,POINT (-74.017 40.704),True
40704,-74016,-74.016,40.704,POINT (-74.01600000000001 40.704),True
40704,-74015,-74.015,40.704,POINT (-74.015 40.704),True
40704,-74014,-74.014,40.704,POINT (-74.014 40.704),True
40704,-74013,-74.013,40.704,POINT (-74.01300000000001 40.704),True
40704,-74012,-74.012,40.704,POINT (-74.012 40.704),True
40704,-74011,-74.011,40.704,POINT (-74.011 40.704),True
40704,-74010,-74.01,40.704,POINT (-74.01000000000001 40.704),True
40704,-74009,-74.009,40.704,POINT (-74.009 40.704),True
40704,-74008,-74.008,40.704,POINT (-74.008 40.704),True
40704,-74007,-74.007,40.704,POINT (-74.00700000000001 40.704),True
40704,-74006,-74.006,40.704,POINT (-74.006 40.704),True
40705,-74018,-74.018,40.705,POINT (-74.018 40.705),True
40705,-74017,-74.017,40.705,POINT (-74.017 40.705),True
40705,-74016,-74.016,40.705,POINT (-74.01600000000001 40.705),True
40705,-74015,-74.015,40.705,POINT (-74.015 40.705),True
40705,-74014,-74.014,40.705,POINT (-74.014 40.705),True
40705,-74013,-74.013,40.705,POINT (-74.01300000000001 40.705),True
40705,-74012,-74.012,40.705,POINT (-74.012 40.705),True
40705,-74011,-74.011,40.705,POINT (-74.011 40.705),True
40705,-74010,-74.01,40.705,POINT (-74.01000000000001 40.705),True
40705,-74009,-74.009,40.705,POINT (-74.009 40.705),True
40705,-74008,-74.008,40.705,POINT (-74.008 40.705),True
40705,-74007,-74.007,40.705,POINT (-74.00700000000001 40.705),True
40705,-74006,-74.006,40.705,POINT (-74.006 40.705),True
40705,-74005,-74.005,40.705,POINT (-74.005 40.705),True
40706,-74019,-74.019,40.706,POINT (-74.01900000000001 40.706),True
40706,-74018,-74.018,40.706,POINT (-74.018 40.706),True
40706,-74017,-74.017,40.706,POINT (-74.017 40.706),True
40706,-74016,-74.016,40.706,POINT (-74.01600000000001 40.706),True
40706,-74015,-74.015,40.706,POINT (-74.015 40.706),True
40706,-74014,-74.014,40.706,POINT (-74.014 40.706),True
40706,-74013,-74.013,40.706,POINT (-74.01300000000001 40.706),True
40706,-74012,-74.012,40.706,POINT (-74.012 40.706),True
40706,-74011,-74.011,40.706,POINT (-74.011 40.706),True
40706,-74010,-74.01,40.706,POINT (-74.01000000000001 40.706),True
40706,-74009,-74.009,40.706,POINT (-74.009 40.706),True
40706,-74008,-74.008,40.706,POINT (-74.008 40.706),True
40706,-74007,-74.007,40.706,POINT (-74.00700000000001 40.706),True
40706,-74006,-74.006,40.706,POINT (-74.006 40.706),True
40706,-74005,-74.005,40.706,POINT (-74.005 40.706),True
40706,-74004,-74.004,40.706,POINT (-74.004 40.706),True
40706,-74003,-74.003,40.706,POINT (-74.003 40.706),True
40706,-74002,-74.002,40.706,POINT (-74.002 40.706),True
40707,-74019,-74.019,40.707,POINT (-74.01900000000001 40.707),True
40707,-74018,-74.018,40.707,POINT (-74.018 40.707),True
40707,-74017,-74.017,40.707,POINT (-74.017 40.707),True
40707,-74016,-74.016,40.707,POINT (-74.01600000000001 40.707),True
40707,-74015,-74.015,40.707,POINT (-74.015 40.707),True
40707,-74014,-74.014,40.707,POINT (-74.014 40.707),True
40707,-74013,-74.013,40.707,POINT (-74.01300000000001 40.707),True
40707,-74012,-74.012,40.707,POINT (-74.012 40.707),True
40707,-74011,-74.011,40.707,POINT (-74.011 40.707),True
40707,-74010,-74.01,40.707,POINT (-74.01000000000001 40.707),True
40707,-74009,-74.009,40.707,POINT (-74.009 40.707),True
40707,-74008,-74.008,40.707,POINT (-74.008 40.707),True
40707,-74007,-74.007,40.707,POINT (-74.00700000000001 40.707),True
40707,-74006,-74.006,40.707,POINT (-74.006 40.707),True
40707,-74005,-74.005,40.707,POINT (-74.005 40.707),True
40707,-74004,-74.004,40.707,POINT (-74.004 40.707),True
40707,-74003,-74.003,40.707,POINT (-74.003 40.707),True
40707,-74002,-74.002,40.707,POINT (-74.002 40.707),True
40707,-74001,-74.001,40.707,POINT (-74.001 40.707),True
40708,-74018,-74.018,40.708,POINT (-74.018 40.708),True
40708,-74017,-74.017,40.708,POINT (-74.017 40.708),True
40708,-74016,-74.016,40.708,POINT (-74.01600000000001 40.708),True
40708,-74015,-74.015,40.708,POINT (-74.015 40.708),True
40708,-74014,-74.014,40.708,POINT (-74.014 40.708),True
40708,-74013,-74.013,40.708,POINT (-74.01300000000001 40.708),True
40708,-74012,-74.012,40.708,POINT (-74.012 40.708),True
40708,-74011,-74.011,40.708,POINT (-74.011 40.708),True
40708,-74010,-74.01,40.708,POINT (-74.01000000000001 40.708),True
40708,-74009,-74.009,40.708,POINT (-74.009 40.708),True
40708,-74008,-74.008,40.708,POINT (-74.008 40.708),True
40708,-74007,-74.007,40.708,POINT (-74.00700000000001 40.708),True
40708,-74006,-74.006,40.708,POINT (-74.006 40.708),True
40708,-74005,-74.005,40.708,POINT (-74.005 40.708),True
40708,-74004,-74.004,40.708,POINT (-74.004 40.708),True
40708,-74003,-74.003,40.708,POINT (-74.003 40.708),True
40708,-74002,-74.002,40.708,POINT (-74.002 40.708),True
40708,-74001,-74.001,40.708,POINT (-74.001 40.708),True
40708,-74000,-74.0,40.708,POINT (-74 40.708),True
40709,-74018,-74.018,40.709,POINT (-74.018 40.709),True
40709,-74017,-74.017,40.709,POINT (-74.017 40.709),True
40709,-74016,-74.016,40.709,POINT (-74.01600000000001 40.709),True
40709,-74015,-74.015,40.709,POINT (-74.015 40.709),True
40709,-74014,-74.014,40.709,POINT (-74.014 40.709),True
40709,-74013,-74.013,40.709,POINT (-74.01300000000001 40.709),True
40709,-74012,-74.012,40.709,POINT (-74.012 40.709),True
40709,-74011,-74.011,40.709,POINT (-74.011 40.709),True
40709,-74010,-74.01,40.709,POINT (-74.01000000000001 40.709),True
40709,-74009,-74.009,40.709,POINT (-74.009 40.709),True
40709,-74008,-74.008,40.709,POINT (-74.008 40.709),True
40709,-74007,-74.007,40.709,POINT (-74.00700000000001 40.709),True
40709,-74006,-74.006,40.709,POINT (-74.006 40.709),True
40709,-74005,-74.005,40.709,POINT (-74.005 40.709),True
40709,-74004,-74.004,40.709,POINT (-74.004 40.709),True
40709,-74003,-74.003,40.709,POINT (-74.003 40.709),True
40709,-74002,-74.002,40.709,POINT (-74.002 40.709),True
40709,-74001,-74.001,40.709,POINT (-74.001 40.709),True
40709,-74000,-74.0,40.709,POINT (-74 40.709),True
40709,-73999,-73.999,40.709,POINT (-73.999 40.709),True
40709,-73998,-73.998,40.709,POINT (-73.998 40.709),True
40709,-73997,-73.997,40.709,POINT (-73.997 40.709),True
40709,-73996,-73.996,40.709,POINT (-73.996 40.709),True
40710,-74018,-74.018,40.71,POINT (-74.018 40.71),True
40710,-74017,-74.017,40.71,POINT (-74.017 40.71),True
40710,-74016,-74.016,40.71,POINT (-74.01600000000001 40.71),True
40710,-74015,-74.015,40.71,POINT (-74.015 40.71),True
40710,-74014,-74.014,40.71,POINT (-74.014 40.71),True
40710,-74013,-74.013,40.71,POINT (-74.01300000000001 40.71),True
40710,-74012,-74.012,40.71,POINT (-74.012 40.71),True
40710,-74011,-74.011,40.71,POINT (-74.011 40.71),True
40710,-74010,-74.01,40.71,POINT (-74.01000000000001 40.71),True
40710,-74009,-74.009,40.71,POINT (-74.009 40.71),True
40710,-74008,-74.008,40.71,POINT (-74.008 40.71),True
40710,-74007,-74.007,40.71,POINT (-74.00700000000001 40.71),True
40710,-74006,-74.006,40.71,POINT (-74.006 40.71),True
40710,-74005,-74.005,40.71,POINT (-74.005 40.71),True
40710,-74004,-74.004,40.71,POINT (-74.004 40.71),True
40710,-74003,-74.003,40.71,POINT (-74.003 40.71),True
40710,-74002,-74.002,40.71,POINT (-74.002 40.71),True
40710,-74001,-74.001,40.71,POINT (-74.001 40.71),True
40710,-74000,-74.0,40.71,POINT (-74 40.71),True
40710,-73999,-73.999,40.71,POINT (-73.999 40.71),True
40710,-73998,-73.998,40.71,POINT (-73.998 40.71),True
40710,-73997,-73.997,40.71,POINT (-73.997 40.71),True
40710,-73996,-73.996,40.71,POINT (-73.996 40.71),True
40710,-73995,-73.995,40.71,POINT (-73.995 40.71),True
40710,-73994,-73.994,40.71,POINT (-73.994 40.71),True
40710,-73993,-73.993,40.71,POINT (-73.99299999999999 40.71),True
40710,-73992,-73.992,40.71,POINT (-73.992 40.71),True
40710,-73991,-73.991,40.71,POINT (-73.991 40.71),True
40710,-73990,-73.99,40.71,POINT (-73.98999999999999 40.71),True
40710,-73989,-73.989,40.71,POINT (-73.989 40.71),True
40710,-73988,-73.988,40.71,POINT (-73.988 40.71),True
40710,-73987,-73.987,40.71,POINT (-73.98699999999999 40.71),True
40710,-73986,-73.986,40.71,POINT (-73.986 40.71),True
40710,-73985,-73.985,40.71,POINT (-73.985 40.71),True
40710,-73984,-73.984,40.71,POINT (-73.98399999999999 40.71),True
40710,-73983,-73.983,40.71,POINT (-73.983 40.71),True
40710,-73982,-73.982,40.71,POINT (-73.982 40.71),True
40711,-74018,-74.018,40.711,POINT (-74.018 40.711),True
40711,-74017,-74.017,40.711,POINT (-74.017 40.711),True
40711,-74016,-74.016,40.711,POINT (-74.01600000000001 40.711),True
40711,-74015,-74.015,40.711,POINT (-74.015 40.711),True
40711,-74014,-74.014,40.711,POINT (-74.014 40.711),True
40711,-74013,-74.013,40.711,POINT (-74.01300000000001 40.711),True
40711,-74012,-74.012,40.711,POINT (-74.012 40.711),True
40711,-74011,-74.011,40.711,POINT (-74.011 40.711),True
40711,-74010,-74.01,40.711,POINT (-74.01000000000001 40.711),True
40711,-74009,-74.009,40.711,POINT (-74.009 40.711),True
40711,-74008,-74.008,40.711,POINT (-74.008 40.711),True
40711,-74007,-74.007,40.711,POINT (-74.00700000000001 40.711),True
40711,-74006,-74.006,40.711,POINT (-74.006 40.711),True
40711,-74005,-74.005,40.711,POINT (-74.005 40.711),True
40711,-74004,-74.004,40.711,POINT (-74.004 40.711),True
40711,-74003,-74.003,40.711,POINT (-74.003 40.711),True
40711,-74002,-74.002,40.711,POINT (-74.002 40.711),True
40711,-74001,-74.001,40.711,POINT (-74.001 40.711),True
40711,-74000,-74.0,40.711,POINT (-74 40.711),True
40711,-73999,-73.999,40.711,POINT (-73.999 40.711),True
40711,-73998,-73.998,40.711,POINT (-73.998 40.711),True
40711,-73997,-73.997,40.711,POINT (-73.997 40.711),True
40711,-73996,-73.996,40.711,POINT (-73.996 40.711),True
40711,-73995,-73.995,40.711,POINT (-73.995 40.711),True
40711,-73994,-73.994,40.711,POINT (-73.994 40.711),True
40711,-73993,-73.993,40.711,POINT (-73.99299999999999 40.711),True
40711,-73992,-73.992,40.711,POINT (-73.992 40.711),True
40711,-73991,-73.991,40.711,POINT (-73.991 40.711),True
40711,-73990,-73.99,40.711,POINT (-73.98999999999999 40.711),True
40711,-73989,-73.989,40.711,POINT (-73.989 40.711),True
40711,-73988,-73.988,40.711,POINT (-73.988 40.711),True
40711,-73987,-73.987,40.711,POINT (-73.98699999999999 40.711),True
40711,-73986,-73.986,40.711,POINT (-73.986 40.711),True
40711,-73985,-73.985,40.711,POINT (-73.985 40.711),True
40711,-73984,-73.984,40.711,POINT (-73.98399999999999 40.711),True
40711,-73983,-73.983,40.711,POINT (-73.983 40.711),True
40711,-73982,-73.982,40.711,POINT (-73.982 40.711),True
40711,-73981,-73.981,40.711,POINT (-73.98099999999999 40.711),True
40711,-73980,-73.98,40.711,POINT (-73.98 40.711),True
40711,-73979,-73.979,40.711,POINT (-73.979 40.711),True
40711,-73978,-73.978,40.711,POINT (-73.97799999999999 40.711),True
40712,-74017,-74.017,40.712,POINT (-74.017 40.712),True
40712,-74016,-74.016,40.712,POINT (-74.01600000000001 40.712),True
40712,-74015,-74.015,40.712,POINT (-74.015 40.712),True
40712,-74014,-74.014,40.712,POINT (-74.014 40.712),True
40712,-74013,-74.013,40.712,POINT (-74.01300000000001 40.712),True
40712,-74012,-74.012,40.712,POINT (-74.012 40.712),True
40712,-74011,-74.011,40.712,POINT (-74.011 40.712),True
40712,-74010,-74.01,40.712,POINT (-74.01000000000001 40.712),True
40712,-74009,-74.009,40.712,POINT (-74.009 40.712),True
40712,-74008,-74.008,40.712,POINT (-74.008 40.712),True
40712,-74007,-74.007,40.712,POINT (-74.00700000000001 40.712),True
40712,-74006,-74.006,40.712,POINT (-74.006 40.712),True
40712,-74005,-74.005,40.712,POINT (-74.005 40.712),True
40712,-74004,-74.004,40.712,POINT (-74.004 40.712),True
40712,-74003,-74.003,40.712,POINT (-74.003 40.712),True
40712,-74002,-74.002,40.712,POINT (-74.002 40.712),True
40712,-74001,-74.001,40.712,POINT (-74.001 40.712),True
40712,-74000,-74.0,40.712,POINT (-74 40.712),True
40712,-73999,-73.999,40.712,POINT (-73.999 40.712),True
40712,-73998,-73.998,40.712,POINT (-73.998 40.712),True
40712,-73997,-73.997,40.712,POINT (-73.997 40.712),True
40712,-73996,-73.996,40.712,POINT (-73.996 40.712),True
40712,-73995,-73.995,40.712,POINT (-73.995 40.712),True
40712,-73994,-73.994,40.712,POINT (-73.994 40.712),True
40712,-73993,-73.993,40.712,POINT (-73.99299999999999 40.712),True
40712,-73992,-73.992,40.712,POINT (-73.992 40.712),True
40712,-73991,-73.991,40.712,POINT (-73.991 40.712),True
40712,-73990,-73.99,40.712,POINT (-73.98999999999999 40.712),True
40712,-73989,-73.989,40.712,POINT (-73.989 40.712),True
40712,-73988,-73.988,40.712,POINT (-73.988 40.712),True
40712,-73987,-73.987,40.712,POINT (-73.98699999999999 40.712),True
40712,-73986,-73.986,40.712,POINT (-73.986 40.712),True
40712,-73985,-73.985,40.712,POINT (-73.985 40.712),True
40712,-73984,-73.984,40.712,POINT (-73.98399999999999 40.712),True
40712,-73983,-73.983,40.712,POINT (-73.983 40.712),True
40712,-73982,-73.982,40.712,POINT (-73.982 40.712),True
40712,-73981,-73.981,40.712,POINT (-73.98099999999999 40.712),True
40712,-73980,-73.98,40.712,POINT (-73.98 40.712),True
40712,-73979,-73.979,40.712,POINT (-73.979 40.712),True
40712,-73978,-73.978,40.712,POINT (-73.97799999999999 40.712),True
40712,-73977,-73.977,40.712,POINT (-73.977 40.712),True
40713,-74016,-74.016,40.713,POINT (-74.01600000000001 40.713),True
40713,-74015,-74.015,40.713,POINT (-74.015 40.713),True
40713,-74014,-74.014,40.713,POINT (-74.014 40.713),True
40713,-74013,-74.013,40.713,POINT (-74.01300000000001 40.713),True
40713,-74012,-74.012,40.713,POINT (-74.012 40.713),True
40713,-74011,-74.011,40.713,POINT (-74.011 40.713),True
40713,-74010,-74.01,40.713,POINT (-74.01000000000001 40.713),True
40713,-74009,-74.009,40.713,POINT (-74.009 40.713),True
40713,-74008,-74.008,40.713,POINT (-74.008 40.713),True
40713,-74007,-74.007,40.713,POINT (-74.00700000000001 40.713),True
40713,-74006,-74.006,40.713,POINT (-74.006 40.713),True
40713,-74005,-74.005,40.713,POINT (-74.005 40.713),True
40713,-74004,-74.004,40.713,POINT (-74.004 40.713),True
40713,-74003,-74.003,40.713,POINT (-74.003 40.713),True
40713,-74002,-74.002,40.713,POINT (-74.002 40.713),True
40713,-74001,-74.001,40.713,POINT (-74.001 40.713),True
40713,-74000,-74.0,40.713,POINT (-74 40.713),True
40713,-73999,-73.999,40.713,POINT (-73.999 40.713),True
40713,-73998,-73.998,40.713,POINT (-73.998 40.713),True
40713,-73997,-73.997,40.713,POINT (-73.997 40.713),True
40713,-73996,-73.996,40.713,POINT (-73.996 40.713),True
40713,-73995,-73.995,40.713,POINT (-73.995 40.713),True
40713,-73994,-73.994,40.713,POINT (-73.994 40.713),True
40713,-73993,-73.993,40.713,POINT (-73.99299999999999 40.713),True
40713,-73992,-73.992,40.713,POINT (-73.992 40.713),True
40713,-73991,-73.991,40.713,POINT (-73.991 40.713),True
40713,-73990,-73.99,40.713,POINT (-73.98999999999999 40.713),True
40713,-73989,-73.989,40.713,POINT (-73.989 40.713),True
40713,-73988,-73.988,40.713,POINT (-73.988 40.713),True
40713,-73987,-73.987,40.713,POINT (-73.98699999999999 40.713),True
40713,-73986,-73.986,40.713,POINT (-73.986 40.713),True
40713,-73985,-73.985,40.713,POINT (-73.985 40.713),True
40713,-73984,-73.984,40.713,POINT (-73.98399999999999 40.713),True
40713,-73983,-73.983,40.713,POINT (-73.983 40.713),True
40713,-73982,-73.982,40.713,POINT (-73.982 40.713),True
40713,-73981,-73.981,40.713,POINT (-73.98099999999999 40.713),True
40713,-73980,-73.98,40.713,POINT (-73.98 40.713),True
40713,-73979,-73.979,40.713,POINT (-73.979 40.713),True
40713,-73978,-73.978,40.713,POINT (-73.97799999999999 40.713),True
40713,-73977,-73.977,40.713,POINT (-73.977 40.713),True
40713,-73976,-73.976,40.713,POINT (-73.976 40.713),True
40714,-74017,-74.017,40.714,POINT (-74.017 40.714),True
40714,-74016,-74.016,40.714,POINT (-74.01600000000001 40.714),True
40714,-74015,-74.015,40.714,POINT (-74.015 40.714),True
40714,-74014,-74.014,40.714,POINT (-74.014 40.714),True
40714,-74013,-74.013,40.714,POINT (-74.01300000000001 40.714),True
40714,-74012,-74.012,40.714,POINT (-74.012 40.714),True
40714,-74011,-74.011,40.714,POINT (-74.011 40.714),True
40714,-74010,-74.01,40.714,POINT (-74.01000000000001 40.714),True
40714,-74009,-74.009,40.714,POINT (-74.009 40.714),True
40714,-74008,-74.008,40.714,POINT (-74.008 40.714),True
40714,-74007,-74.007,40.714,POINT (-74.00700000000001 40.714),True
40714,-74006,-74.006,40.714,POINT (-74.006 40.714),True
40714,-74005,-74.005,40.714,POINT (-74.005 40.714),True
40714,-74004,-74.004,40.714,POINT (-74.004 40.714),True
40714,-74003,-74.003,40.714,POINT (-74.003 40.714),True
40714,-74002,-74.002,40.714,POINT (-74.002 40.714),True
40714,-74001,-74.001,40.714,POINT (-74.001 40.714),True
40714,-74000,-74.0,40.714,POINT (-74 40.714),True
40714,-73999,-73.999,40.714,POINT (-73.999 40.714),True
40714,-73998,-73.998,40.714,POINT (-73.998 40.714),True
40714,-73997,-73.997,40.714,POINT (-73.997 40.714),True
40714,-73996,-73.996,40.714,POINT (-73.996 40.714),True
40714,-73995,-73.995,40.714,POINT (-73.995 40.714),True
40714,-73994,-73.994,40.714,POINT (-73.994 40.714),True
40714,-73993,-73.993,40.714,POINT (-73.99299999999999 40.714),True
40714,-73992,-73.992,40.714,POINT (-73.992 40.714),True
40714,-73991,-73.991,40.714,POINT (-73.991 40.714),True
40714,-73990,-73.99,40.714,POINT (-73.98999999999999 40.714),True
40714,-73989,-73.989,40.714,POINT (-73.989 40.714),True
40714,-73988,-73.988,40.714,POINT (-73.988 40.714),True
40714,-73987,-73.987,40.714,POINT (-73.98699999999999 40.714),True
40714,-73986,-73.986,40.714,POINT (-73.986 40.714),True
